unix_s,vmrss_kb,docs_live,doc_resident_bytes,disk_used_bytes,wa_milli_max,diskfull_refusals,ckpts,manifests,segs_live,sqes_per_submit,used_memory_kb
1786158024,2026364,14240,83886080,15172591616,1539,0,40909,40908,45,7.7,633858
1786158034,2037984,14240,83886080,15196729344,1539,0,40913,40913,44,7.7,620161
1786158044,2030620,14240,83886080,15232417792,1539,0,40921,40921,35,7.7,618343
1786158054,2024656,14240,83886080,15263924224,1539,0,40925,40925,45,7.7,622453
1786158064,2028032,14240,83886080,15309058048,1539,0,40933,40933,34,7.7,617966
1786158075,2034400,14240,83886080,14264696832,1539,0,40937,40937,45,7.7,619946
1786158085,2026444,14240,83886080,14293037056,1539,0,40945,40945,36,7.7,623065
1786158095,2030740,14240,83886080,14332915712,1539,0,40950,40950,38,7.7,619836
1786158105,2028868,14240,83886080,14365474816,1539,0,40956,40955,44,7.7,620347
1786158115,2025052,14240,83886080,14400114688,1539,0,40962,40962,38,7.7,621090
1786158125,2033832,14240,83886080,14434746368,1539,0,40966,40966,45,7.7,619773
1786158135,2025500,14240,83886080,14462038016,1539,0,40970,40970,54,7.7,617919
1786158145,2026528,14240,83886080,13407178752,1539,0,40978,40978,36,7.7,619797
1786158155,2035236,14240,83886080,13436563456,1539,0,40982,40982,45,7.7,620035
1786158165,2026076,14240,83886080,13459656704,1539,0,40990,40990,33,7.7,618767
1786158175,2024760,14240,83886080,13472247808,1539,0,40990,40990,55,7.7,618763
1786158186,2024340,14240,83886080,13491146752,1539,0,40995,40995,52,7.7,619000
1786158196,2025224,14240,83886080,13507940352,1539,0,40999,40999,52,7.7,618003
1786158206,2028608,14240,83886080,13514231808,1539,0,41003,41003,52,7.7,617998
1786158216,2025600,14240,83886080,13529980928,1539,0,41007,41007,52,7.7,617997
1786158226,2032404,14240,83886080,13540474880,1539,0,41011,41011,47,7.7,618791
1786158236,2038200,14240,83886080,13563568128,1539,0,41015,41015,51,7.7,620438
1786158246,2026180,14240,83886080,13586657280,1539,0,41023,41023,34,7.7,617945
1786158256,2023412,14240,83886080,13603450880,1539,0,41023,41023,60,7.7,617917
1786158267,2041480,14240,83886080,13620248576,1539,0,41027,41027,65,7.7,618585
1786158277,2026960,14240,83886080,13645434880,1539,0,41035,41035,37,7.7,626462
1786158287,2036780,14240,83886080,13666426880,1538,0,41039,41039,46,7.7,617954
1786158297,2024792,14240,83886080,13671673856,1538,0,41042,41040,60,7.7,618014
1786158307,2029116,14240,83886080,13695815680,1538,0,41048,41048,37,7.7,623840
1786158318,2025276,14240,83886080,13721006080,1538,0,41054,41054,39,7.7,620217
1786158328,2030672,14240,83886080,13744095232,1538,0,41060,41060,39,7.7,624982
1786158338,2025020,14240,83886080,13746196480,1538,0,41064,41064,39,7.7,618789
1786158348,2031084,14240,83886080,13774536704,1538,0,41068,41068,42,7.7,619487
1786158358,2025660,14240,83886080,13799727104,1538,0,41073,41073,46,7.7,621100
1786158368,2024564,14240,83886080,13818621952,1538,0,41077,41077,53,7.7,620856
1786158378,2033716,14240,83886080,13829115904,1538,0,41081,41081,52,7.7,620694
1786158388,2026148,14240,83886080,13854302208,1538,0,41089,41089,29,7.7,617938
1786158398,2034612,14240,83886080,13881597952,1538,0,41093,41093,44,7.7,621217
1786158408,2036548,14240,83886080,13902585856,1538,0,41098,41098,46,7.7,619082
1786158419,2026520,14240,83886080,13927776256,1538,0,41106,41106,34,7.7,617969
1786158429,2040404,14240,83886080,13965565952,1538,0,41110,41110,47,7.7,620484
1786158439,2043380,14240,83886080,13997047808,1538,0,41114,41114,53,7.7,619545
1786158449,2028984,14240,83886080,14033788928,1538,0,41122,41122,35,7.7,620158
1786158459,2036696,14240,83886080,14071570432,1538,0,41127,41127,41,7.7,620199
1786158469,2028820,14240,83886080,14105165824,1537,0,41131,41131,48,7.7,618079
1786158479,2031836,14240,83886080,14146093056,1537,0,41139,41139,37,7.7,620145
1786158489,2037980,14240,83886080,14185975808,1537,0,41143,41143,48,7.7,620378
1786158499,2026116,14240,83886080,14223769600,1537,0,41151,41151,32,7.7,627278
1786158509,2035756,14240,83886080,14264700928,1537,0,41156,41156,39,7.7,618022
1786158519,2028080,14240,83886080,14309834752,1537,0,41163,41163,33,7.7,625388
1786158530,2032636,14240,83886080,14361264128,1537,0,41169,41169,37,7.7,622371
1786158540,2035496,14240,83886080,14428434432,1537,0,41175,41175,39,7.7,620501
1786158550,2024884,14240,83886080,14473572352,1537,0,41181,41181,39,7.7,618003
1786158560,2030456,14240,83886080,14531297280,1537,0,41188,41188,35,7.7,620285
1786158570,2029396,14240,83886080,14584827904,1537,0,41195,41195,33,7.7,624185
1786158580,2027128,14240,83886080,14635212800,1537,0,41201,41201,35,7.7,619705
1786158590,2031972,14240,83886080,14683488256,1537,0,41207,41207,37,7.7,619471
1786158600,2034444,14240,83886080,14730719232,1537,0,41213,41213,38,7.7,619399
1786158610,2025560,14240,83886080,14754861056,1537,0,41217,41217,44,7.7,620282
1786158621,2043256,14240,83886080,14792650752,1537,0,41221,41221,47,7.7,621782
1786158631,2025008,14240,83886080,14849327104,1537,0,41229,41229,34,7.7,622735
1786158641,2039272,14240,83886080,14894460928,1537,0,41233,41233,44,7.7,621727
1786158651,2039012,14240,83886080,14940643328,1537,0,41237,41237,50,7.7,619426
1786158661,2029976,14240,83886080,14988926976,1537,0,41245,41245,36,7.7,624082
1786158671,2040040,14240,83886080,15040356352,1537,0,41250,41250,41,7.7,618033
1786158681,2029572,14240,83886080,15090737152,1537,0,41257,41257,33,7.7,620330
1786158691,2038720,14240,83886080,15139020800,1537,0,41262,41262,41,7.7,623896
1786158701,2026028,14240,83886080,15178899456,1537,0,41268,41267,46,7.7,618170
1786158711,2031492,14240,83886080,15221940224,1537,0,41275,41275,34,7.7,619410
1786158721,2027032,14240,83886080,15256571904,1537,0,41280,41280,40,7.7,619318
1786158732,2024980,14240,83886080,15270215680,1537,0,41287,41287,37,7.7,624298
1786158742,2025564,14240,83886080,15288061952,1537,0,41294,41294,32,7.7,623667
1786158752,2025092,14240,83886080,15298560000,1537,0,41300,41300,37,7.7,619980
1786158762,2026396,14240,83886080,15303806976,1537,0,41307,41307,34,7.7,618003
1786158772,2026512,14240,83886080,15313252352,1537,0,41312,41312,38,7.7,617907
1786158782,2024520,14240,83886080,15321645056,1537,0,41320,41320,32,7.7,620021
1786158792,2025972,14240,83886080,15324794880,1537,0,41322,41321,51,7.7,617997
1786158802,2024836,14240,83886080,15331090432,1537,0,41327,41327,40,7.7,620225
1786158812,2025756,14240,83886080,15335288832,1537,0,41334,41334,36,7.7,620465
1786158823,2025056,14240,83886080,15338438656,1537,0,41340,41340,40,7.7,620233
1786158833,2026072,14240,83886080,15339491328,1537,0,41347,41347,33,7.7,621693
1786158843,2024492,14240,83886080,15343689728,1537,0,41353,41353,36,7.7,622489
1786158853,2025484,14240,83886080,15345790976,1537,0,41359,41359,37,7.7,622472
1786158863,2024620,14240,83886080,15347888128,1537,0,41367,41367,33,7.7,621235
1786158873,2026260,14240,83886080,15349985280,1537,0,41373,41373,34,7.7,619986
1786158883,2025312,14240,83886080,15352090624,1537,0,41379,41378,42,7.7,618015
1786158893,2024764,14240,83886080,15355236352,1537,0,41386,41386,34,7.7,621067
1786158903,2026412,14240,83886080,15357333504,1537,0,41392,41392,37,7.7,618437
1786158913,2024828,14240,83886080,15361531904,1537,0,41398,41398,38,7.7,621495
1786158923,2027404,14240,83886080,15366787072,1537,0,41404,41404,39,7.7,620954
1786158933,2025352,14240,83886080,15370981376,1537,0,41412,41412,31,7.7,620030
1786158944,2024628,14240,83886080,15376224256,1537,0,41416,41416,39,7.7,623655
1786158954,2026184,14240,83886080,15381483520,1537,0,41423,41423,35,7.7,618037
1786158964,2026156,14240,83886080,15391973376,1537,0,41429,41429,36,7.7,620134
1786158974,2025492,14240,83886080,15402467328,1537,0,41436,41436,33,7.7,620256
1786158984,2024900,14240,83886080,15412965376,1537,0,41441,41441,39,7.7,618023
1786158994,2024704,14240,83886080,15420313600,1537,0,41445,41445,38,7.7,620732
1786159004,2026272,14240,83886080,15430807552,1537,0,41450,41450,40,7.7,617963
1786159014,2024840,14240,83886080,15433953280,1537,0,41450,41450,56,7.7,620630
1786159025,2025820,14240,83886080,15454949376,1537,0,41458,41458,32,7.7,618056
1786159035,2026168,14240,83886080,15474888704,1537,0,41463,41463,38,7.7,620104
1786159045,2024760,14240,83886080,15497981952,1537,0,41470,41470,33,7.7,618014
1786159055,2026288,14240,83886080,15505330176,1537,0,41475,41475,38,7.7,618038
1786159065,2025072,14240,83886080,15516872704,1537,0,41480,41480,41,7.7,622452
1786159075,2026064,14240,83886080,15527370752,1537,0,41487,41487,37,7.7,617980
1786159085,2025628,14240,83886080,15537864704,1537,0,41493,41493,39,7.7,619934
1786159095,2025424,14240,83886080,15551508480,1537,0,41500,41500,35,7.7,618891
1786159105,2025876,14240,83886080,15563055104,1537,0,41507,41507,34,7.7,619782
1786159115,2027080,14240,83886080,15577755648,1537,0,41512,41512,41,7.7,619276
1786159125,2025664,14240,83886080,15589298176,1537,0,41520,41520,33,7.7,619721
1786159136,2025404,14240,83886080,15608193024,1537,0,41524,41524,45,7.7,617941
1786159146,2024796,14240,83886080,15633379328,1537,0,41532,41532,35,7.7,620116
1786159156,2026996,14240,83886080,15649120256,1537,0,41537,41537,41,7.7,620998
1786159166,2026012,14240,83886080,15674314752,1537,0,41544,41544,36,7.7,623995
1786159176,2025132,14240,83886080,15690055680,1537,0,41549,41549,41,7.7,617901
1786159186,2025228,14240,83886080,15717351424,1537,0,41557,41557,32,7.7,619246
1786159196,2024832,14240,83886080,15733092352,1537,0,41562,41562,39,7.7,617931
1786159206,2025840,14240,83886080,15756181504,1538,0,41569,41569,34,7.7,619522
1786159216,2026032,14240,83886080,15774023680,1538,0,41574,41574,41,7.7,617952
1786159226,2026208,14240,83886080,15805513728,1538,0,41581,41581,34,7.7,617971
1786159236,2025852,14240,83886080,15811809280,1538,0,41582,41582,49,7.7,626190
1786159247,2024948,14240,83886080,15835951104,1538,0,41586,41586,53,7.7,617977
1786159257,2025660,14240,83886080,15861145600,1538,0,41594,41594,35,7.7,619451
1786159267,2025516,14240,83886080,15880032256,1538,0,41600,41600,37,7.7,618016
1786159277,2026616,14240,83886080,15896825856,1538,0,41606,41606,38,7.7,618613
1786159287,2025404,14240,83886080,15923068928,1538,0,41614,41614,28,7.7,619880
1786159297,2026512,14240,83886080,15936712704,1538,0,41618,41618,41,7.7,618516
1786159307,2024184,14240,83886080,15954554880,1538,0,41624,41624,39,7.7,620733
1786159317,2026544,14240,83886080,15977648128,1538,0,41630,41630,41,7.7,617950
1786159328,2026780,14240,83886080,16013336576,1538,0,41638,41638,31,7.7,632787
1786159338,2030040,14240,83886080,16046923776,1538,0,41642,41642,43,7.7,621925
1786159348,2029008,14240,83886080,16102551552,1538,0,41650,41650,35,7.7,618055
1786159358,2028876,14240,83886080,16141389824,1538,0,41654,41654,45,7.7,617979
1786159368,2026948,14240,83886080,16192819200,1538,0,41662,41662,34,7.7,619103
1786159378,2037764,14240,83886080,16236896256,1538,0,41666,41666,44,7.7,619973
1786159388,2026304,14240,83886080,16277831680,1538,0,41671,41671,48,7.7,621973
1786159398,2028656,14240,83886080,16326119424,1538,0,41679,41679,33,7.7,620096
1786159408,2035608,14240,83886080,16365998080,1538,0,41683,41683,46,7.7,620292
1786159419,2026380,14240,83886080,16410083328,1538,0,41691,41691,35,7.7,617959
1786159429,2035852,14240,83886080,16453115904,1538,0,41696,41696,41,7.7,618467
1786159439,2031540,14240,83886080,16503492608,1538,0,41703,41703,37,7.7,617952
1786159449,2024684,14240,83886080,16543371264,1539,0,41708,41708,42,7.7,619756
1786159459,2032248,14240,83886080,16609497088,1539,0,41715,41715,36,7.7,619477
1786159469,2025764,14240,83886080,16661979136,1539,0,41721,41720,44,7.7,619716
1786159479,2025320,14240,83886080,16711307264,1539,0,41728,41728,33,7.7,617969
1786159489,2028992,14240,83886080,16755392512,1539,0,41732,41732,41,7.7,618044
1786159499,2028228,14240,83886080,16822571008,1539,0,41740,41740,34,7.7,619276
1786159509,2030488,14240,83886080,16866652160,1539,0,41745,41745,40,7.7,618048
1786159519,2027032,14240,83886080,16931725312,1539,0,41752,41752,34,7.7,621634
1786159529,2033268,14240,83886080,16992600064,1539,0,41758,41758,38,7.7,628328
1786159540,2028396,14240,83886080,17052442624,1539,0,41765,41765,33,7.7,617939
1786159550,2033524,14240,83886080,17109135360,1539,0,41770,41770,39,7.7,620031
1786159560,2027896,14240,83886080,15012012032,1539,0,41777,41777,35,7.7,618005
1786159570,2035260,14240,83886080,15046647808,1539,0,41782,41782,43,7.7,623947
1786159580,2024492,14240,83886080,15088635904,1539,0,41790,41790,32,7.7,618801
1786159590,2035428,14240,83886080,15129571328,1539,0,41794,41794,41,7.7,618753
1786159600,2025320,14240,83886080,15137964032,1539,0,41795,41795,55,7.7,628810
1786159611,2028260,14240,83886080,15176794112,1539,0,41803,41803,36,7.7,617940
1786159621,2037848,14240,83886080,15216680960,1539,0,41807,41807,47,7.7,618319
1786159631,2024680,14240,83886080,15242936320,1539,0,41811,41811,52,7.7,623280
1786159641,2036244,14240,83886080,15268130816,1539,0,41815,41815,52,7.7,620870
1786159651,2025456,14240,83886080,14223773696,1539,0,41820,41820,50,7.7,621419
1786159661,2032832,14240,83886080,13180465152,1539,0,41827,41827,41,7.7,618003
1786159671,2024632,14240,83886080,13188861952,1539,0,41827,41827,62,7.7,618397
1786159681,2025012,14240,83886080,13209858048,1539,0,41835,41835,33,7.7,621028
1786159691,2035132,14240,83886080,13239242752,1539,0,41839,41839,44,7.7,618346
1786159702,2025144,14240,83886080,13264433152,1539,0,41844,41844,49,7.7,618019
1786159712,2025764,14240,83886080,13287526400,1539,0,41852,41852,34,7.7,619742
1786159722,2037700,14240,83886080,13316911104,1539,0,41856,41856,46,7.7,618022
1786159732,2026312,14240,83886080,13334753280,1539,0,41862,41861,52,7.7,620451
1786159742,2029056,14240,83886080,13359947776,1539,0,41869,41869,39,7.7,619360
1786159752,2028944,14240,83886080,13388288000,1539,0,41873,41873,50,7.7,620382
1786159762,2025612,14240,83886080,13406126080,1539,0,41877,41877,58,7.7,625266
1786159772,2033860,14240,83886080,13418721280,1539,0,41881,41881,58,7.7,618839
1786159783,2025260,14240,83886080,13443915776,1539,0,41889,41889,30,7.7,626215
1786159793,2024856,14240,83886080,13448114176,1539,0,41889,41889,50,7.7,617990
1786159803,2026148,14240,83886080,13470154752,1539,0,41897,41897,40,7.7,620155
1786159813,2025208,14240,83886080,13496393728,1539,0,41901,41901,51,7.7,620097
1786159823,2029476,14240,83886080,13522632704,1539,0,41909,41909,38,7.7,618884
1786159833,2027988,14240,83886080,13540483072,1539,0,41913,41913,44,7.7,618014
1786159843,2031100,14240,83886080,13549924352,1539,0,41917,41917,45,7.7,617987
1786159853,2038668,14240,83886080,13577216000,1539,0,41921,41921,50,7.7,620964
1786159863,2026548,14240,83886080,13599252480,1539,0,41929,41929,36,7.7,619030
1786159873,2030024,14240,83886080,13620252672,1538,0,41933,41933,44,7.7,618044
1786159883,2036196,14240,83886080,13645438976,1538,0,41938,41938,46,7.7,619892
1786159894,2027908,14240,83886080,13670625280,1538,0,41946,41946,37,7.7,620094
1786159904,2025404,14240,83886080,13682171904,1538,0,41947,41946,60,7.7,625927
1786159914,2025676,14240,83886080,13700014080,1538,0,41954,41954,31,7.7,617998
1786159924,2031612,14240,83886080,13726261248,1538,0,41958,41958,44,7.7,619992
1786159934,2026384,14240,83886080,13751447552,1538,0,41964,41964,45,7.7,618019
1786159944,2027412,14240,83886080,13776637952,1538,0,41972,41972,34,7.7,617995
1786159954,2031032,14240,83886080,13809180672,1538,0,41976,41976,47,7.7,621259
1786159964,2025596,14240,83886080,13827018752,1538,0,41980,41980,56,7.7,617940
1786159975,2027320,14240,83886080,13855354880,1538,0,41988,41988,36,7.7,624766
1786159985,2037824,14240,83886080,13885796352,1538,0,41992,41992,45,7.7,618942
1786159995,2026832,14240,83886080,13909938176,1538,0,41999,41998,44,7.7,622976
1786160005,2031692,14240,83886080,13937225728,1538,0,42005,42005,37,7.7,636941
1786160015,2030532,14240,83886080,13965570048,1538,0,42012,42012,36,7.7,620754
1786160025,2026800,14240,83886080,13987610624,1538,0,42018,42017,42,7.7,618091
1786160035,2031608,14240,83886080,14018043904,1538,0,42024,42024,38,7.7,628449
1786160045,2035308,14240,83886080,14048485376,1537,0,42030,42030,41,7.7,620885
1786160055,2026012,14240,83886080,14084169728,1537,0,42037,42037,38,7.7,618498
1786160066,2039544,14240,83886080,14124056576,1537,0,42042,42042,46,7.7,619836
1786160076,2030864,14240,83886080,14178639872,1537,0,42050,42050,35,7.7,621618
1786160086,2038800,14240,83886080,14219567104,1537,0,42054,42054,44,7.7,619865
1786160096,2026232,14240,83886080,14284644352,1537,0,42062,42062,33,7.7,618262
1786160106,2034336,14240,83886080,14338174976,1537,0,42067,42067,40,7.7,621009
1786160116,2027376,14240,83886080,14366515200,1537,0,42072,42072,43,7.7,618958
1786160126,2033472,14240,83886080,14431592448,1537,0,42079,42079,37,7.7,617973
1786160136,2026036,14240,83886080,14492467200,1537,0,42086,42086,34,7.7,621928
1786160147,2025148,14240,83886080,14505062400,1537,0,42087,42087,48,7.7,628263
1786160157,2029608,14240,83886080,14579580928,1537,0,42095,42095,35,7.7,620638
1786160167,2037244,14240,83886080,14640455680,1537,0,42100,42100,43,7.7,622639
1786160177,2025880,14240,83886080,14688739328,1537,0,42104,42104,49,7.7,618006
1786160187,2032340,14240,83886080,14756962304,1537,0,42112,42112,38,7.7,619282
1786160197,2025460,14240,83886080,14818893824,1537,0,42116,42116,48,7.7,623262
1786160207,2025684,14240,83886080,14852476928,1537,0,42120,42120,40,7.7,621488
1786160217,2034636,14240,83886080,14903910400,1537,0,42124,42124,44,7.7,618013
1786160227,2025312,14240,83886080,14953238528,1537,0,42128,42128,49,7.7,618027
1786160237,2025060,14240,83886080,14998376448,1537,0,42136,42136,36,7.7,619749
1786160247,2025644,14240,83886080,15023562752,1537,0,42140,42140,44,7.7,619498
1786160257,2026480,14240,83886080,15042457600,1537,0,42144,42144,50,7.7,626857
1786160268,2026120,14240,83886080,15076044800,1537,0,42152,42152,35,7.7,620325
1786160278,2026076,14240,83886080,15089692672,1538,0,42156,42156,44,7.7,617915
1786160288,2025056,14240,83886080,15099133952,1538,0,42160,42160,47,7.7,618427
1786160298,2025620,14240,83886080,15120130048,1538,0,42168,42168,34,7.7,622541
1786160308,2026224,14240,83886080,15132725248,1538,0,42172,42172,41,7.7,621961
1786160318,2027468,14240,83886080,15147417600,1538,0,42176,42176,47,7.7,621501
1786160328,2025528,14240,83886080,15165259776,1538,0,42184,42184,34,7.7,622111
1786160338,2026352,14240,83886080,15176806400,1538,0,42189,42189,38,7.7,618018
1786160348,2025844,14240,83886080,15193595904,1538,0,42196,42196,32,7.7,620258
1786160358,2026200,14240,83886080,15218790400,1538,0,42201,42201,37,7.7,619635
1786160368,2026640,14240,83886080,15234531328,1538,0,42205,42205,45,7.7,618018
1786160378,2024788,14240,83886080,15252381696,1538,0,42213,42213,32,7.7,620849
1786160389,2025384,14240,83886080,15260770304,1538,0,42218,42218,38,7.7,618790
1786160399,2025684,14240,83886080,15268118528,1538,0,42225,42225,34,7.7,619215
1786160409,2025676,14240,83886080,15272321024,1538,0,42230,42230,40,7.7,619478
1786160419,2026076,14240,83886080,15273369600,1538,0,42237,42237,36,7.7,625251
1786160429,2025660,14240,83886080,15276519424,1538,0,42242,42242,39,7.7,620141
1786160439,2026208,14240,83886080,15277568000,1538,0,42250,42250,30,7.7,618241
1786160449,2025920,14240,83886080,15281766400,1538,0,42254,42254,41,7.7,617973
1786160459,2025740,14240,83886080,15283863552,1538,0,42262,42262,33,7.7,619457
1786160469,2026432,14240,83886080,15285960704,1538,0,42267,42267,40,7.7,620510
1786160479,2025692,14240,83886080,15290167296,1538,0,42274,42274,36,7.7,617903
1786160489,2025824,14240,83886080,15290167296,1538,0,42275,42275,53,7.7,618011
1786160500,2025752,14240,83886080,15295410176,1538,0,42283,42283,32,7.7,619827
1786160510,2025320,14240,83886080,15300661248,1538,0,42288,42288,39,7.7,622158
1786160520,2025556,14240,83886080,15305908224,1538,0,42292,42292,47,7.7,621750
1786160530,2024744,14240,83886080,15316406272,1538,0,42300,42300,32,7.7,617975
1786160540,2026068,14240,83886080,15323750400,1538,0,42305,42304,44,7.7,617998
1786160550,2024944,14240,83886080,15338446848,1538,0,42312,42312,35,7.7,620240
1786160560,2025588,14240,83886080,15343697920,1538,0,42316,42316,35,7.7,623066
1786160570,2024740,14240,83886080,15355240448,1538,0,42320,42320,39,7.7,619557
1786160580,2025268,14240,83886080,15359438848,1538,0,42325,42325,43,7.7,620112
1786160590,2025176,14240,83886080,15365734400,1538,0,42332,42332,36,7.7,619981
1786160601,2026036,14240,83886080,15374131200,1538,0,42337,42337,39,7.7,617946
1786160611,2024968,14240,83886080,15382523904,1538,0,42345,42345,28,7.7,617954
1786160621,2025172,14240,83886080,15389872128,1538,0,42349,42349,42,7.7,619368
1786160631,2024860,14240,83886080,15397224448,1538,0,42356,42356,36,7.7,619602
1786160641,2025144,14240,83886080,15414018048,1538,0,42362,42362,36,7.7,621261
1786160651,2025304,14240,83886080,15417163776,1538,0,42364,42363,48,7.7,627500
1786160662,2025668,14240,83886080,15428710400,1538,0,42368,42368,47,7.7,624372
1786160672,2026840,14240,83886080,15442354176,1538,0,42373,42373,39,7.7,619491
1786160682,2026464,14240,83886080,15463350272,1538,0,42380,42380,32,7.7,618322
1786160692,2025520,14240,83886080,15480139776,1538,0,42385,42385,41,7.7,619634
1786160702,2025596,14240,83886080,15506382848,1538,0,42393,42393,33,7.7,620834
1786160712,2026696,14240,83886080,15523172352,1538,0,42398,42398,40,7.7,617989
1786160722,2025820,14240,83886080,15541018624,1538,0,42405,42405,36,7.7,617900
1786160732,2026092,14240,83886080,15551512576,1538,0,42410,42410,43,7.7,619157
1786160742,2025268,14240,83886080,15568306176,1538,0,42417,42417,40,7.7,618002
1786160753,2026044,14240,83886080,15586156544,1538,0,42425,42425,30,7.7,617991
1786160763,2025264,14240,83886080,15603990528,1538,0,42430,42430,37,7.7,621941
1786160773,2026220,14240,83886080,15611338752,1538,0,42436,42435,45,7.7,619107
1786160783,2026384,14240,83886080,15629185024,1538,0,42443,42443,36,7.7,623039
1786160793,2025148,14240,83886080,15641776128,1539,0,42450,42450,34,7.7,617968
1786160803,2025816,14240,83886080,15657521152,1539,0,42455,42455,40,7.7,620603
1786160813,2024728,14240,83886080,15681662976,1539,0,42463,42463,32,7.7,617929
1786160823,2026676,14240,83886080,15696359424,1539,0,42467,42467,42,7.7,617876
1786160833,2027008,14240,83886080,15728898048,1539,0,42473,42473,44,7.7,623117
1786160843,2032428,14240,83886080,15781376000,1539,0,42480,42480,38,7.7,619104
1786160853,2028540,14240,83886080,15828611072,1539,0,42487,42487,34,7.7,618144
1786160864,2033296,14240,83886080,15866396672,1539,0,42492,42492,42,7.7,621562
1786160874,2025640,14240,83886080,15918874624,1539,0,42500,42500,32,7.7,622389
1786160884,2031276,14240,83886080,15969259520,1539,0,42505,42505,39,7.7,620172
1786160894,2025620,14240,83886080,16011239424,1539,0,42512,42512,31,7.7,619767
1786160904,2034144,14240,83886080,16056373248,1539,0,42516,42516,40,7.7,620717
1786160914,2026432,14240,83886080,16111996928,1539,0,42524,42524,32,7.7,623771
1786160924,2025496,14240,83886080,16137191424,1539,0,42528,42528,40,7.7,621735
1786160934,2027688,14240,83886080,16157134848,1539,0,42532,42532,36,7.7,619392
1786160944,2032928,14240,83886080,16188624896,1539,0,42536,42536,44,7.7,620415
1786160954,2025072,14240,83886080,16227454976,1539,0,42544,42544,31,7.7,619756
1786160964,2028464,14240,83886080,16265240576,1539,0,42548,42548,39,7.7,619715
1786160975,2035616,14240,83886080,16308277248,1539,0,42553,42553,45,7.7,619789
1786160985,2027416,14240,83886080,16363909120,1539,0,42561,42561,33,7.7,623986
1786160995,2032696,14240,83886080,16402739200,1539,0,42565,42565,42,7.7,626037
1786161005,2025168,14240,83886080,16449974272,1539,0,42570,42570,45,7.7,618045
1786161015,2029780,14240,83886080,16511897600,1539,0,42577,42577,40,7.7,620894
1786161025,2034088,14240,83886080,16561229824,1539,0,42582,42582,43,7.7,619518
1786161035,2025720,14240,83886080,16626307072,1540,0,42590,42590,30,7.7,618031
1786161045,2032988,14240,83886080,16687185920,1540,0,42594,42594,41,7.7,620285
1786161055,2027116,14240,83886080,16741761024,1540,0,42600,42600,41,7.7,621008
1786161065,2032196,14240,83886080,16815235072,1540,0,42607,42607,37,7.7,621821
1786161075,2028780,14240,83886080,16874008576,1540,0,42612,42612,44,7.7,625671
1786161085,2027028,14240,83886080,16925446144,1540,0,42620,42620,31,7.7,618263
1786161095,2034780,14240,83886080,16974770176,1540,0,42625,42625,38,7.7,622891
1786161106,2024672,14240,83886080,17018855424,1540,0,42629,42629,44,7.7,624201
1786161116,2025448,14240,83886080,17025150976,1540,0,42629,42629,55,7.7,620673
1786161126,2024884,14240,83886080,17033551872,1540,0,42633,42633,47,7.7,619162
1786161137,2026972,14240,83886080,17038798848,1540,0,42633,42633,58,7.7,626566
1786161147,2025456,14240,83886080,17063989248,1540,0,42637,42637,39,7.7,620235
1786161158,2034096,14240,83886080,17111232512,1540,0,42641,42641,41,7.7,617944
1786161168,2024588,14240,83886080,17156374528,1540,0,42645,42645,47,7.7,617904
1786161178,2026436,14240,83886080,16139317248,1540,0,42653,42653,31,7.7,618976
1786161188,2036116,14240,83886080,16184455168,1540,0,42657,42657,40,7.7,618390
1786161198,2025552,14240,83886080,16218038272,1540,0,42662,42662,45,7.7,628012
1786161208,2026668,14240,83886080,15181012992,1540,0,42669,42669,37,7.7,620901
1786161218,2036928,14240,83886080,15213559808,1540,0,42674,42674,42,7.7,619173
1786161228,2026212,14240,83886080,13088092160,1540,0,42679,42679,49,7.7,620276
1786161238,2027988,14240,83886080,13114372096,1540,0,42687,42687,34,7.7,617920
1786161249,2028320,14240,83886080,13140602880,1540,0,42691,42691,46,7.7,620138
1786161259,2026552,14240,83886080,13162655744,1540,0,42699,42699,35,7.7,621099
1786161269,2032816,14240,83886080,13190983680,1540,0,42704,42704,39,7.7,620586
1786161279,2031592,14240,83886080,13216182272,1540,0,42711,42711,35,7.7,618702
1786161289,2028004,14240,83886080,13228777472,1540,0,42715,42715,44,7.7,620234
1786161299,2029172,14240,83886080,13237170176,1540,0,42719,42719,45,7.7,619749
1786161309,2040336,14240,83886080,13265514496,1540,0,42723,42723,48,7.7,621160
1786161319,2028640,14240,83886080,13290696704,1540,0,42731,42731,34,7.7,621995
1786161329,2033496,14240,83886080,13311696896,1540,0,42735,42735,43,7.7,622766
1786161339,2025752,14240,83886080,13335834624,1540,0,42743,42743,30,7.7,620470
1786161349,2030240,14240,83886080,13364174848,1539,0,42748,42748,36,7.7,621369
1786161360,2024868,14240,83886080,13370470400,1539,0,42748,42748,56,7.7,622013
1786161370,2026900,14240,83886080,13392510976,1539,0,42756,42756,33,7.7,617979
1786161380,2034908,14240,83886080,13419802624,1539,0,42760,42760,43,7.7,619812
1786161390,2024128,14240,83886080,13443940352,1539,0,42768,42768,32,7.7,621375
1786161400,2024732,14240,83886080,13444988928,1539,0,42769,42769,49,7.7,619626
1786161410,2031264,14240,83886080,13470183424,1539,0,42776,42776,40,7.7,619135
1786161420,2025464,14240,83886080,13494325248,1539,0,42781,42781,45,7.7,618015
1786161430,2025656,14240,83886080,13511114752,1539,0,42785,42785,49,7.7,621281
1786161441,2040736,14240,83886080,13531058176,1539,0,42789,42789,55,7.7,618011
