unix_s,vmrss_kb,docs_live,doc_resident_bytes,disk_used_bytes,wa_milli_max,diskfull_refusals,ckpts,manifests,segs_live,sqes_per_submit,used_memory_kb,tier_committed_bytes,tier_index_bytes,log_staging_bytes,ckpt_buffer_bytes
1786290499,3344200,14240,83886080,22223470592,1539,0,16313,16313,79,7.3,622450,2155872256,570425344,33554432,7340396
1786290509,3344200,14240,83886080,22223470592,1539,0,16317,16317,74,7.3,620169,2155872256,570425344,33554432,7340396
1786290519,3344200,14240,83886080,22223470592,1539,0,16321,16321,68,7.3,620470,2155872256,570425344,33554432,7340396
1786290529,3344200,14240,83886080,22223470592,1539,0,16325,16325,64,7.3,620718,2155872256,570425344,33554432,7340396
1786290539,3344200,14240,83886080,22223470592,1539,0,16327,16326,79,7.3,621590,2155872256,570425344,33554432,5243140
1786290550,3344200,14240,83886080,22223470592,1539,0,16330,16330,68,7.3,620956,2155872256,570425344,33554432,7340396
1786290560,3344200,14240,83886080,22223470592,1539,0,16334,16334,55,7.3,620551,2155872256,570425344,33554432,7340396
1786290570,3344200,14240,83886080,22223470592,1539,0,16338,16338,51,7.3,620716,2155872256,570425344,33554432,7340396
1786290580,3344200,14240,83886080,22223470592,1539,0,16342,16342,48,7.3,622241,2155872256,570425344,33554432,5767454
1786290590,3344200,14240,83886080,22223470592,1539,0,16342,16342,77,7.3,617863,2155872256,570425344,33554432,7340396
1786290600,3344200,14240,83886080,22223470592,1539,0,16342,16342,89,7.3,625676,2155872256,570425344,33554432,7340396
1786290610,3344200,14240,83886080,22223470592,1539,0,16343,16343,96,7.3,620175,2155872256,570425344,33554432,7340396
1786290621,3344200,14240,83886080,22223470592,1539,0,16346,16346,89,7.3,619749,2155872256,570425344,33554432,7340396
1786290631,3344200,14240,83886080,22223470592,1539,0,16348,16348,82,7.3,620659,2155872256,570425344,33554432,7340396
1786290641,3344200,14240,83886080,22223470592,1539,0,16352,16352,59,7.3,619510,2155872256,570425344,33554432,7340396
1786290651,3344200,14240,83886080,22223470592,1539,0,16356,16356,55,7.3,620093,2155872256,570425344,33554432,7340396
1786290661,3344200,14240,83886080,22223470592,1539,0,16357,16357,77,7.3,624335,2155872256,570425344,33554432,7340396
1786290671,3344200,14240,83886080,22223470592,1539,0,16361,16361,63,7.3,627107,2155872256,570425344,33554432,7340396
1786290682,3344200,14240,83886080,22223470592,1539,0,16361,16361,94,7.3,620406,2155872256,570425344,33554432,7340396
1786290692,3344200,14240,83886080,22223470592,1539,0,16365,16365,74,7.3,617817,2155872256,570425344,33554432,7340396
1786290702,3344200,14240,83886080,22223470592,1539,0,16369,16369,66,7.3,617812,2155872256,570425344,33554432,7340396
1786290712,3344200,14240,83886080,22223470592,1539,0,16373,16373,60,7.3,617847,2155872256,570425344,33554432,7340396
1786290722,3344200,14240,83886080,22223470592,1539,0,16377,16377,54,7.3,621864,2155872256,570425344,33554432,7340396
1786290732,3344200,14240,83886080,22223470592,1539,0,16378,16378,73,7.3,617793,2155872256,570425344,33554432,7340396
1786290742,3344200,14240,83886080,22223470592,1539,0,16382,16382,68,7.3,621719,2155872256,570425344,33554432,7340396
1786290752,3344200,14240,83886080,22223470592,1539,0,16385,16385,71,7.3,619258,2155872256,570425344,33554432,7340396
1786290762,3344200,14240,83886080,22223470592,1539,0,16389,16389,68,7.3,617840,2155872256,570425344,33554432,7340396
1786290772,3344200,14240,83886080,22223470592,1539,0,16393,16393,60,7.3,617929,2155872256,570425344,33554432,7340396
1786290782,3344200,14240,83886080,22223470592,1539,0,16397,16397,55,7.3,617853,2155872256,570425344,33554432,7340396
1786290792,3344200,14240,83886080,22223470592,1539,0,16398,16398,78,7.3,621198,2155872256,570425344,33554432,7340396
1786290802,3344200,14240,83886080,22223470592,1539,0,16402,16402,72,7.3,617824,2155872256,570425344,33554432,7340396
1786290813,3344200,14240,83886080,22223470592,1539,0,16406,16406,65,7.3,617815,2155872256,570425344,33554432,7340396
1786290823,3344200,14240,83886080,22223470592,1539,0,16410,16410,59,7.3,620029,2155872256,570425344,33554432,7340396
1786290833,3344200,14240,83886080,22223470592,1539,0,16414,16414,55,7.3,617850,2155872256,570425344,33554432,7340396
1786290843,3344200,14240,83886080,22223470592,1539,0,16415,16415,75,7.3,617799,2155872256,570425344,33554432,7340396
1786290853,3344200,14240,83886080,22223470592,1539,0,16419,16419,73,7.3,619994,2155872256,570425344,33554432,7340396
1786290863,3344200,14240,83886080,22223470592,1539,0,16423,16423,65,7.3,617853,2155872256,570425344,33554432,7340396
1786290873,3344200,14240,83886080,22223470592,1539,0,16427,16427,59,7.3,621612,2155872256,570425344,33554432,6291768
1786290883,3344200,14240,83886080,22223470592,1539,0,16430,16430,63,7.3,617870,2155872256,570425344,33554432,7340396
1786290893,3344200,14240,83886080,22223470592,1539,0,16431,16431,81,7.3,622126,2155872256,570425344,33554432,7340396
1786290903,3344200,14240,83886080,22223470592,1539,0,16435,16435,68,7.3,620043,2155872256,570425344,33554432,7340396
1786290914,3344200,14240,83886080,22223470592,1539,0,16439,16439,51,7.3,622447,2155872256,570425344,33554432,7340396
1786290924,3344200,14240,83886080,22223470592,1539,0,16439,16439,76,7.3,620797,2155872256,570425344,33554432,7340396
1786290934,3344200,14240,83886080,22223470592,1539,0,16443,16443,65,7.3,622466,2155872256,570425344,33554432,7340396
1786290944,3344200,14240,83886080,22223470592,1539,0,16443,16443,90,7.3,621316,2155872256,570425344,33554432,7340396
1786290954,3344200,14240,83886080,22223470592,1539,0,16443,16443,104,7.3,617906,2155872256,570425344,33554432,7340396
1786290964,3344200,14240,83886080,22223470592,1539,0,16443,16443,118,7.3,623174,2155872256,570425344,33554432,7340396
1786290975,3344200,14240,83886080,22223470592,1539,0,16447,16447,110,7.3,619888,2155872256,570425344,33554432,7340396
1786290985,3344200,14240,83886080,22223470592,1539,0,16451,16451,68,7.3,620658,2155872256,570425344,33554432,7340396
1786290995,3344200,14240,83886080,22223470592,1539,0,16455,16455,61,7.3,617784,2155872256,570425344,33554432,7340396
1786291005,3344200,14240,83886080,22223470592,1539,0,16459,16459,54,7.3,619477,2155872256,570425344,33554432,7340396
1786291015,3344200,14240,83886080,22223470592,1539,0,16460,16460,76,7.3,619420,2155872256,570425344,33554432,7340396
1786291025,3344200,14240,83886080,22223470592,1539,0,16464,16464,70,7.3,617839,2155872256,570425344,33554432,6291768
1786291035,3344200,14240,83886080,22223470592,1539,0,16467,16467,72,7.3,617859,2155872256,570425344,33554432,7340396
1786291045,3344200,14240,83886080,22223470592,1539,0,16471,16471,66,7.3,617805,2155872256,570425344,33554432,7340396
1786291055,3344200,14240,83886080,22223470592,1539,0,16475,16475,62,7.3,618378,2155872256,570425344,33554432,7340396
1786291065,3344200,14240,83886080,22223470592,1539,0,16476,16476,86,7.3,617811,2155872256,570425344,33554432,7340396
1786291075,3344200,14240,83886080,22223470592,1539,0,16480,16480,79,7.3,617859,2155872256,570425344,33554432,7340396
1786291085,3344200,14240,83886080,22223470592,1539,0,16484,16484,70,7.3,619884,2155872256,570425344,33554432,7340396
1786291095,3344200,14240,83886080,22223470592,1539,0,16488,16488,64,7.3,620199,2155872256,570425344,33554432,7340396
1786291106,3344200,14240,83886080,22223470592,1539,0,16492,16492,59,7.3,618370,2155872256,570425344,33554432,7340396
1786291116,3344200,14240,83886080,22223470592,1539,0,16495,16495,62,7.3,620869,2155872256,570425344,33554432,5767454
1786291126,3344200,14240,83886080,22223470592,1539,0,16497,16497,77,7.3,621150,2155872256,570425344,33554432,7340396
1786291136,3344200,14240,83886080,22223470592,1539,0,16501,16501,68,7.3,617813,2155872256,570425344,33554432,7340396
1786291146,3344200,14240,83886080,22223470592,1539,0,16505,16505,64,7.3,622566,2155872256,570425344,33554432,6816082
1786291156,3344200,14240,83886080,22223470592,1539,0,16508,16508,68,7.3,622913,2155872256,570425344,33554432,7340396
1786291166,3344200,14240,83886080,22223470592,1539,0,16512,16512,62,7.3,617854,2155872256,570425344,33554432,7340396
1786291176,3344200,14240,83886080,22223470592,1539,0,16513,16513,80,7.3,626326,2155872256,570425344,33554432,7340396
1786291187,3344200,14240,83886080,22223470592,1539,0,16517,16517,73,7.3,622067,2155872256,570425344,33554432,7340396
1786291197,3344200,14240,83886080,22223470592,1539,0,16521,16521,58,7.3,619993,2155872256,570425344,33554432,7340396
1786291207,3344200,14240,83886080,22223470592,1539,0,16525,16525,50,7.3,618020,2155872256,570425344,33554432,7340396
1786291217,3344200,14240,83886080,22223470592,1539,0,16526,16526,75,7.3,621638,2155872256,570425344,33554432,7340396
1786291227,3344200,14240,83886080,22223470592,1539,0,16530,16530,70,7.3,623232,2155872256,570425344,33554432,7340396
1786291237,3345184,14240,83886080,22223470592,1539,0,16534,16533,72,7.3,620441,2155872256,570425344,33554432,5243140
1786291247,3345184,14240,83886080,22223470592,1539,0,16537,16537,63,7.3,620750,2155872256,570425344,33554432,7340396
1786291257,3345184,14240,83886080,22223470592,1539,0,16541,16541,58,7.3,618103,2155872256,570425344,33554432,7340396
1786291267,3345184,14240,83886080,22223470592,1539,0,16543,16543,70,7.3,619841,2155872256,570425344,33554432,6291768
1786291278,3345184,14240,83886080,22223470592,1539,0,16546,16546,75,7.3,618938,2155872256,570425344,33554432,7340396
1786291288,3345184,14240,83886080,22223470592,1539,0,16549,16549,76,7.3,617827,2155872256,570425344,33554432,7340396
1786291298,3345184,14240,83886080,22223470592,1539,0,16553,16553,68,7.3,624161,2155872256,570425344,33554432,7340396
1786291308,3345184,14240,83886080,22223470592,1539,0,16557,16557,61,7.3,617976,2155872256,570425344,33554432,7340396
1786291318,3345184,14240,83886080,22223470592,1539,0,16557,16557,82,7.3,621256,2155872256,570425344,33554432,7340396
1786291328,3345184,14240,83886080,22223470592,1539,0,16557,16557,98,7.3,617935,2155872256,570425344,33554432,7340396
1786291339,3345184,14240,83886080,22223470592,1539,0,16561,16559,95,7.3,624576,2155872256,570425344,33554432,4194512
1786291349,3345184,14240,83886080,22223470592,1539,0,16562,16562,85,7.3,617797,2155872256,570425344,33554432,7340396
1786291359,3345184,14240,83886080,22223470592,1539,0,16563,16563,89,7.3,619366,2155872256,570425344,33554432,7340396
1786291369,3345184,14240,83886080,22223470592,1539,0,16567,16567,58,7.3,621470,2155872256,570425344,33554432,6291768
1786291379,3345184,14240,83886080,22223470592,1539,0,16567,16567,90,7.3,620399,2155872256,570425344,33554432,7340396
1786291389,3345184,14240,83886080,22223470592,1539,0,16571,16571,77,7.3,618481,2155872256,570425344,33554432,7340396
1786291399,3345184,14240,83886080,22223470592,1539,0,16575,16575,70,7.3,617796,2155872256,570425344,33554432,7340396
1786291409,3345288,14240,83886080,22223470592,1539,0,16579,16579,62,7.3,619992,2155872256,570425344,33554432,7340396
1786291420,3345288,14240,83886080,22223470592,1539,0,16583,16583,55,7.3,620344,2155872256,570425344,33554432,7340396
1786291430,3345288,14240,83886080,22223470592,1539,0,16587,16587,49,7.3,621922,2155872256,570425344,33554432,5767454
1786291440,3345288,14240,83886080,22223470592,1539,0,16589,16589,64,7.3,622076,2155872256,570425344,33554432,7340396
1786291450,3345288,14240,83886080,22223470592,1539,0,16591,16591,79,7.3,617875,2155872256,570425344,33554432,7340396
1786291460,3345288,14240,83886080,22223470592,1539,0,16595,16595,73,7.3,617793,2155872256,570425344,33554432,7340396
1786291470,3345288,14240,83886080,22223470592,1539,0,16599,16599,67,7.3,618089,2155872256,570425344,33554432,7340396
1786291480,3345288,14240,83886080,22223470592,1539,0,16603,16603,64,7.3,621810,2155872256,570425344,33554432,7340396
1786291490,3345288,14240,83886080,22223470592,1539,0,16603,16603,88,7.3,619385,2155872256,570425344,33554432,7340396
1786291500,3345288,14240,83886080,22223470592,1539,0,16607,16607,81,7.3,618561,2155872256,570425344,33554432,7340396
1786291510,3345288,14240,83886080,22223470592,1539,0,16611,16611,63,7.3,620008,2155872256,570425344,33554432,7340396
1786291520,3345288,14240,83886080,22223470592,1539,0,16615,16615,55,7.3,617796,2155872256,570425344,33554432,7340396
1786291531,3345288,14240,83886080,22223470592,1539,0,16619,16619,50,7.3,620069,2155872256,570425344,33554432,4718826
1786291541,3345288,14240,83886080,22223470592,1539,0,16620,16620,73,7.3,622446,2155872256,570425344,33554432,7340396
1786291551,3345288,14240,83886080,22223470592,1539,0,16624,16624,67,7.3,621598,2155872256,570425344,33554432,6816082
1786291561,3345288,14240,83886080,22223470592,1539,0,16627,16627,69,7.3,622986,2155872256,570425344,33554432,7340396
1786291571,3345288,14240,83886080,22223470592,1539,0,16631,16631,59,7.3,621125,2155872256,570425344,33554432,7340396
1786291581,3345288,14240,83886080,22223470592,1539,0,16635,16635,54,7.3,617826,2155872256,570425344,33554432,4718826
1786291591,3345288,14240,83886080,22223470592,1539,0,16636,16636,78,7.3,617861,2155872256,570425344,33554432,7340396
1786291601,3345288,14240,83886080,22223470592,1539,0,16640,16640,70,7.3,619640,2155872256,570425344,33554432,7340396
1786291611,3345288,14240,83886080,22223470592,1539,0,16644,16644,66,7.3,617842,2155872256,570425344,33554432,7340396
1786291621,3345288,14240,83886080,22223470592,1539,0,16648,16648,61,7.3,617813,2155872256,570425344,33554432,7340396
1786291631,3345288,14240,83886080,22223470592,1539,0,16652,16652,57,7.3,617826,2155872256,570425344,33554432,7340396
1786291641,3345288,14240,83886080,22223470592,1539,0,16656,16656,51,7.3,617834,2155872256,570425344,33554432,6291768
1786291652,3345288,14240,83886080,22223470592,1539,0,16657,16657,76,7.3,618334,2155872256,570425344,33554432,7340396
1786291662,3345288,14240,83886080,22223470592,1539,0,16661,16661,70,7.3,619414,2155872256,570425344,33554432,7340396
1786291672,3345288,14240,83886080,22223470592,1539,0,16665,16665,62,7.3,619686,2155872256,570425344,33554432,6291768
1786291682,3345288,14240,83886080,22223470592,1539,0,16668,16668,63,7.3,618498,2155872256,570425344,33554432,7340396
1786291692,3345288,14240,83886080,22223470592,1539,0,16669,16669,77,7.3,617784,2155872256,570425344,33554432,7340396
1786291702,3345288,14240,83886080,22223470592,1539,0,16672,16672,73,7.3,622136,2155872256,570425344,33554432,7340396
1786291712,3345288,14240,83886080,22223470592,1539,0,16672,16672,88,7.3,619578,2155872256,570425344,33554432,7340396
1786291722,3345288,14240,83886080,22223470592,1539,0,16676,16676,81,7.3,620286,2155872256,570425344,33554432,7340396
1786291732,3345288,14240,83886080,22223470592,1539,0,16680,16680,70,7.3,620167,2155872256,570425344,33554432,7340396
1786291742,3345288,14240,83886080,22223470592,1539,0,16684,16684,64,7.3,619415,2155872256,570425344,33554432,7340396
1786291753,3345288,14240,83886080,22223470592,1539,0,16686,16686,74,7.3,622698,2155872256,570425344,33554432,7340396
1786291763,3345288,14240,83886080,22223470592,1539,0,16690,16690,61,7.3,621463,2155872256,570425344,33554432,7340396
1786291773,3345288,14240,83886080,22223470592,1539,0,16694,16694,52,7.3,617835,2155872256,570425344,33554432,7340396
1786291783,3345288,14240,83886080,22223470592,1539,0,16696,16695,76,7.3,617863,2155872256,570425344,33554432,4718826
1786291793,3345288,14240,83886080,22223470592,1539,0,16698,16698,81,7.3,619168,2155872256,570425344,33554432,7340396
1786291803,3345288,14240,83886080,22223470592,1539,0,16702,16702,74,7.3,617797,2155872256,570425344,33554432,7340396
1786291813,3345288,14240,83886080,22223470592,1539,0,16706,16706,59,7.3,617935,2155872256,570425344,33554432,4194512
1786291823,3345288,14240,83886080,22223470592,1539,0,16706,16706,93,7.3,617846,2155872256,570425344,33554432,7340396
1786291833,3345288,14240,83886080,22223470592,1539,0,16710,16710,76,7.3,619268,2155872256,570425344,33554432,7340396
1786291843,3345288,14240,83886080,22223470592,1539,0,16714,16714,70,7.3,617798,2155872256,570425344,33554432,7340396
1786291854,3345288,14240,83886080,22223470592,1539,0,16718,16718,64,7.3,617808,2155872256,570425344,33554432,7340396
1786291864,3345288,14240,83886080,22223470592,1539,0,16722,16722,57,7.3,617888,2155872256,570425344,33554432,7340396
1786291874,3345288,14240,83886080,22223470592,1539,0,16724,16724,71,7.3,617842,2155872256,570425344,33554432,6291768
1786291884,3345288,14240,83886080,22223470592,1539,0,16727,16727,75,7.3,617817,2155872256,570425344,33554432,7340396
1786291894,3345288,14240,83886080,22223470592,1539,0,16731,16731,69,7.3,617949,2155872256,570425344,33554432,7340396
1786291904,3345288,14240,83886080,22223470592,1539,0,16731,16731,95,7.3,618892,2155872256,570425344,33554432,7340396
1786291914,3345288,14240,83886080,22223470592,1539,0,16735,16735,83,7.3,620264,2155872256,570425344,33554432,7340396
1786291924,3345288,14240,83886080,22223470592,1539,0,16739,16739,61,7.3,619171,2155872256,570425344,33554432,7340396
1786291934,3345288,14240,83886080,22223470592,1539,0,16743,16743,55,7.3,622627,2155872256,570425344,33554432,7340396
1786291944,3345288,14240,83886080,22223470592,1539,0,16744,16744,80,7.3,617819,2155872256,570425344,33554432,7340396
1786291955,3345288,14240,83886080,22223470592,1539,0,16748,16748,75,7.3,619986,2155872256,570425344,33554432,7340396
1786291965,3345288,14240,83886080,22223470592,1539,0,16752,16752,68,7.3,618613,2155872256,570425344,33554432,7340396
1786291975,3345288,14240,83886080,22223470592,1539,0,16752,16752,93,7.3,617765,2155872256,570425344,33554432,7340396
1786291985,3345288,14240,83886080,22223470592,1539,0,16756,16756,82,7.3,619683,2155872256,570425344,33554432,7340396
1786291995,3345288,14240,83886080,22223470592,1539,0,16760,16760,64,7.3,620196,2155872256,570425344,33554432,7340396
1786292005,3345288,14240,83886080,22223470592,1539,0,16764,16764,57,7.3,618716,2155872256,570425344,33554432,7340396
1786292015,3345288,14240,83886080,22223470592,1539,0,16764,16764,89,7.3,617813,2155872256,570425344,33554432,7340396
1786292025,3345288,14240,83886080,22223470592,1539,0,16768,16768,82,7.3,617866,2155872256,570425344,33554432,7340396
1786292035,3345288,14240,83886080,22223470592,1539,0,16772,16772,70,7.3,619799,2155872256,570425344,33554432,7340396
1786292045,3345288,14240,83886080,22223470592,1539,0,16776,16776,62,7.3,619282,2155872256,570425344,33554432,7340396
1786292055,3345288,14240,83886080,22223470592,1539,0,16780,16780,54,7.3,621462,2155872256,570425344,33554432,7340396
1786292065,3345288,14240,83886080,22223470592,1539,0,16781,16781,77,7.3,619470,2155872256,570425344,33554432,7340396
1786292075,3345288,14240,83886080,22223470592,1539,0,16785,16785,68,7.3,625684,2155872256,570425344,33554432,6291768
1786292086,3345288,14240,83886080,22223470592,1539,0,16788,16788,69,7.3,620827,2155872256,570425344,33554432,7340396
1786292096,3345288,14240,83886080,22223470592,1539,0,16792,16792,65,7.3,619365,2155872256,570425344,33554432,7340396
1786292106,3345288,14240,83886080,22223470592,1539,0,16796,16796,57,7.3,617882,2155872256,570425344,33554432,7340396
1786292116,3345288,14240,83886080,22223470592,1539,0,16797,16797,82,7.3,617812,2155872256,570425344,33554432,7340396
1786292126,3345288,14240,83886080,22223470592,1539,0,16797,16797,106,7.3,617819,2155872256,570425344,33554432,7340396
1786292136,3345288,14240,83886080,22223470592,1539,0,16801,16801,98,7.3,617790,2155872256,570425344,33554432,7340396
1786292146,3345288,14240,83886080,22223470592,1539,0,16805,16805,74,7.3,617788,2155872256,570425344,33554432,7340396
1786292156,3345288,14240,83886080,22223470592,1539,0,16807,16806,88,7.3,626497,2155872256,570425344,33554432,4718826
1786292167,3345288,14240,83886080,22223470592,1539,0,16810,16810,75,7.3,621686,2155872256,570425344,33554432,6291768
1786292177,3345288,14240,83886080,22223470592,1539,0,16813,16813,69,7.3,620973,2155872256,570425344,33554432,7340396
1786292187,3345288,14240,83886080,22223470592,1539,0,16817,16817,64,7.3,618905,2155872256,570425344,33554432,7340396
1786292197,3345288,14240,83886080,22223470592,1539,0,16821,16821,58,7.3,622790,2155872256,570425344,33554432,7340396
1786292207,3345288,14240,83886080,22223470592,1539,0,16823,16823,74,7.3,620035,2155872256,570425344,33554432,7340396
1786292217,3345288,14240,83886080,22223470592,1539,0,16827,16827,69,7.3,620930,2155872256,570425344,33554432,7340396
1786292227,3345288,14240,83886080,22223470592,1539,0,16829,16829,78,7.3,621627,2155872256,570425344,33554432,7340396
1786292237,3347232,14240,83886080,22223470592,1539,0,16833,16833,67,7.3,618435,2155872256,570425344,33554432,7340396
1786292247,3347232,14240,83886080,22223470592,1539,0,16837,16837,55,7.3,617835,2155872256,570425344,33554432,7340396
1786292257,3347232,14240,83886080,22223470592,1539,0,16841,16841,49,7.3,619284,2155872256,570425344,33554432,5243140
1786292267,3347232,14240,83886080,22223470592,1539,0,16842,16842,71,7.3,619523,2155872256,570425344,33554432,7340396
1786292277,3347232,14240,83886080,22223470592,1539,0,16846,16846,66,7.3,621657,2155872256,570425344,33554432,7340396
1786292287,3347232,14240,83886080,22223470592,1539,0,16846,16846,86,7.3,617847,2155872256,570425344,33554432,7340396
1786292298,3347232,14240,83886080,22223470592,1539,0,16850,16850,81,7.3,621475,2155872256,570425344,33554432,7340396
1786292308,3347232,14240,83886080,22223470592,1539,0,16854,16854,66,7.3,620057,2155872256,570425344,33554432,7340396
1786292318,3347232,14240,83886080,22223470592,1539,0,16858,16858,58,7.3,618856,2155872256,570425344,33554432,7340396
1786292328,3347232,14240,83886080,22223470592,1539,0,16862,16862,52,7.3,619740,2155872256,570425344,33554432,7340396
1786292338,3347232,14240,83886080,22223470592,1539,0,16864,16864,66,7.3,617801,2155872256,570425344,33554432,7340396
1786292348,3347232,14240,83886080,22223470592,1539,0,16868,16868,60,7.3,618689,2155872256,570425344,33554432,7340396
1786292358,3347232,14240,83886080,22223470592,1539,0,16870,16870,71,7.3,619613,2155872256,570425344,33554432,7340396
1786292368,3347232,14240,83886080,22223470592,1539,0,16874,16874,67,7.3,619568,2155872256,570425344,33554432,7340396
1786292378,3347232,14240,83886080,22223470592,1539,0,16878,16878,63,7.3,618840,2155872256,570425344,33554432,7340396
1786292388,3347232,14240,83886080,22223470592,1539,0,16878,16878,86,7.3,617943,2155872256,570425344,33554432,7340396
1786292398,3347232,14240,83886080,22223470592,1539,0,16882,16882,80,7.3,618233,2155872256,570425344,33554432,7340396
1786292408,3347232,14240,83886080,22223470592,1539,0,16886,16886,66,7.3,617938,2155872256,570425344,33554432,7340396
1786292419,3347232,14240,83886080,22223470592,1539,0,16890,16890,61,7.3,622028,2155872256,570425344,33554432,7340396
1786292429,3347232,14240,83886080,22223470592,1539,0,16894,16894,57,7.3,617942,2155872256,570425344,33554432,7340396
1786292439,3347232,14240,83886080,22223470592,1539,0,16898,16898,52,7.3,619145,2155872256,570425344,33554432,7340396
1786292449,3347232,14240,83886080,22223470592,1539,0,16900,16900,64,7.3,624904,2155872256,570425344,33554432,7340396
1786292459,3347232,14240,83886080,22223470592,1539,0,16900,16900,83,7.3,620310,2155872256,570425344,33554432,7340396
1786292469,3347232,14240,83886080,22223470592,1539,0,16904,16904,67,7.3,618085,2155872256,570425344,33554432,7340396
1786292479,3347232,14240,83886080,22223470592,1539,0,16908,16908,50,7.3,617893,2155872256,570425344,33554432,7340396
1786292489,3347232,14240,83886080,22223470592,1539,0,16909,16909,71,7.3,617853,2155872256,570425344,33554432,6291768
1786292499,3347232,14240,83886080,22223470592,1539,0,16912,16912,72,7.3,617870,2155872256,570425344,33554432,7340396
1786292509,3347232,14240,83886080,22223470592,1539,0,16916,16916,68,7.3,617786,2155872256,570425344,33554432,7340396
1786292520,3347232,14240,83886080,22223470592,1539,0,16920,16920,66,7.3,617880,2155872256,570425344,33554432,7340396
1786292530,3347232,14240,83886080,22223470592,1539,0,16924,16924,56,7.3,617843,2155872256,570425344,33554432,7340396
1786292540,3347232,14240,83886080,22223470592,1539,0,16928,16928,51,7.3,622902,2155872256,570425344,33554432,5243140
1786292550,3347232,14240,83886080,22223470592,1539,0,16929,16929,75,7.3,622450,2155872256,570425344,33554432,7340396
1786292560,3347232,14240,83886080,22223470592,1539,0,16933,16933,71,7.3,620089,2155872256,570425344,33554432,7340396
1786292570,3347232,14240,83886080,22223470592,1539,0,16937,16937,65,7.3,622164,2155872256,570425344,33554432,7340396
1786292580,3347232,14240,83886080,22223470592,1539,0,16941,16941,57,7.3,617846,2155872256,570425344,33554432,7340396
1786292590,3347232,14240,83886080,22223470592,1539,0,16942,16942,81,7.3,618841,2155872256,570425344,33554432,7340396
1786292600,3347232,14240,83886080,22223470592,1539,0,16946,16946,72,7.3,620822,2155872256,570425344,33554432,6816082
1786292610,3347232,14240,83886080,22223470592,1539,0,16949,16949,74,7.3,622465,2155872256,570425344,33554432,7340396
1786292620,3347232,14240,83886080,22223470592,1539,0,16950,16950,91,7.3,618478,2155872256,570425344,33554432,7340396
1786292630,3347232,14240,83886080,22223470592,1539,0,16954,16954,81,7.3,621200,2155872256,570425344,33554432,7340396
1786292640,3347232,14240,83886080,22223470592,1539,0,16958,16958,62,7.3,617820,2155872256,570425344,33554432,7340396
1786292651,3347232,14240,83886080,22223470592,1539,0,16962,16962,56,7.3,617839,2155872256,570425344,33554432,7340396
1786292661,3347232,14240,83886080,22223470592,1539,0,16966,16966,48,7.3,620332,2155872256,570425344,33554432,6291768
1786292671,3347232,14240,83886080,22223470592,1539,0,16968,16967,74,7.3,620069,2155872256,570425344,33554432,5243140
1786292681,3347232,14240,83886080,22223470592,1539,0,16971,16971,68,7.3,617999,2155872256,570425344,33554432,6291768
1786292691,3347232,14240,83886080,22223470592,1539,0,16974,16974,70,7.3,617913,2155872256,570425344,33554432,7340396
1786292701,3347232,14240,83886080,22223470592,1539,0,16978,16978,68,7.3,619567,2155872256,570425344,33554432,7340396
1786292711,3347232,14240,83886080,22223470592,1539,0,16980,16980,76,7.3,626566,2155872256,570425344,33554432,7340396
1786292721,3347232,14240,83886080,22223470592,1539,0,16984,16984,66,7.3,619274,2155872256,570425344,33554432,7340396
1786292731,3347232,14240,83886080,22223470592,1539,0,16988,16988,54,7.3,617917,2155872256,570425344,33554432,7340396
1786292741,3347232,14240,83886080,22223470592,1539,0,16989,16989,79,7.3,620800,2155872256,570425344,33554432,7340396
1786292751,3347232,14240,83886080,22223470592,1539,0,16993,16993,72,7.3,620682,2155872256,570425344,33554432,7340396
1786292761,3347232,14240,83886080,22223470592,1539,0,16997,16997,67,7.3,617846,2155872256,570425344,33554432,6816082
1786292771,3347232,14240,83886080,22223470592,1539,0,17000,17000,68,7.3,617803,2155872256,570425344,33554432,7340396
1786292782,3347232,14240,83886080,22223470592,1539,0,17004,17004,58,7.3,617962,2155872256,570425344,33554432,7340396
1786292792,3347232,14240,83886080,22223470592,1539,0,17005,17005,82,7.3,617803,2155872256,570425344,33554432,7340396
1786292802,3347232,14240,83886080,22223470592,1539,0,17009,17009,76,7.3,619286,2155872256,570425344,33554432,7340396
1786292812,3347232,14240,83886080,22223470592,1539,0,17013,17013,71,7.3,620044,2155872256,570425344,33554432,7340396
1786292822,3347232,14240,83886080,22223470592,1539,0,17017,17017,64,7.3,617839,2155872256,570425344,33554432,7340396
1786292832,3347232,14240,83886080,22223470592,1539,0,17021,17021,57,7.3,627974,2155872256,570425344,33554432,7340396
1786292842,3347232,14240,83886080,22223470592,1539,0,17024,17024,60,7.3,617828,2155872256,570425344,33554432,7340396
1786292852,3347232,14240,83886080,22223470592,1539,0,17028,17028,47,7.3,618589,2155872256,570425344,33554432,6291768
1786292862,3347232,14240,83886080,22223470592,1539,0,17030,17030,60,7.3,624920,2155872256,570425344,33554432,7340396
1786292873,3347232,14240,83886080,22223470592,1539,0,17034,17034,60,7.3,619956,2155872256,570425344,33554432,6291768
1786292883,3347232,14240,83886080,22223470592,1539,0,17037,17037,65,7.3,627604,2155872256,570425344,33554432,7340396
1786292893,3347232,14240,83886080,22223470592,1539,0,17041,17041,60,7.3,625056,2155872256,570425344,33554432,7340396
1786292903,3347232,14240,83886080,22223470592,1539,0,17045,17045,58,7.3,619488,2155872256,570425344,33554432,6816082
