unix_s,vmrss_kb,docs_live,doc_resident_bytes,disk_used_bytes,wa_milli_max,diskfull_refusals,ckpts,manifests,segs_live,sqes_per_submit
1785958922,601700,14240,83886080,0,0,0,134993,134993,12,7.6
1785958933,602924,14240,83886080,0,0,0,135025,135025,13,7.6
1785958943,600368,14240,83886080,0,0,0,135059,135059,11,7.6
1785958953,602132,14240,83886080,0,0,0,135087,135087,14,7.6
1785958963,602124,14240,83886080,0,0,0,135121,135121,13,7.6
1785958973,602308,14240,83886080,0,0,0,135153,135153,12,7.6
1785958983,612908,14240,83886080,0,0,0,135165,135165,24,7.6
1785958993,607820,14240,83886080,0,0,0,135197,135197,14,7.6
1785959003,609444,14240,83886080,0,0,0,135231,135231,14,7.6
1785959013,600960,14240,83886080,0,0,0,135263,135263,12,7.6
1785959024,599400,14240,83886080,0,0,0,135297,135297,13,7.6
1785959034,602448,14240,83886080,0,0,0,135329,135329,15,7.6
1785959044,604264,14240,83886080,0,0,0,135361,135361,12,7.6
1785959054,601288,14240,83886080,0,0,0,135395,135395,12,7.6
1785959064,609048,14240,83886080,0,0,0,135427,135427,14,7.6
1785959074,604060,14240,83886080,0,0,0,135459,135459,14,7.6
1785959084,612516,14240,83886080,0,0,0,135492,135491,14,7.6
1785959094,602456,14240,83886080,0,0,0,135525,135525,12,7.6
1785959104,600576,14240,83886080,0,0,0,135557,135557,12,7.6
1785959114,602608,14240,83886080,0,0,0,135589,135589,15,7.6
1785959124,602744,14240,83886080,0,0,0,135623,135623,13,7.6
1785959134,604592,14240,83886080,0,0,0,135654,135653,14,7.6
1785959144,605936,14240,83886080,0,0,0,135687,135687,12,7.6
1785959155,602572,14240,83886080,0,0,0,135721,135721,13,7.6
1785959165,602796,14240,83886080,0,0,0,135749,135749,14,7.6
1785959175,605704,14240,83886080,0,0,0,135785,135785,12,7.6
1785959185,604312,14240,83886080,0,0,0,135816,135816,14,7.6
1785959195,603756,14240,83886080,0,0,0,135847,135847,13,7.6
1785959205,602296,14240,83886080,0,0,0,135881,135881,13,7.6
1785959215,607296,14240,83886080,0,0,0,135913,135913,15,7.6
1785959225,610956,14240,83886080,0,0,0,135942,135942,15,7.6
1785959235,601284,14240,83886080,0,0,0,135977,135977,13,7.6
1785959245,600768,14240,83886080,0,0,0,136011,136011,13,7.6
1785959255,609796,14240,83886080,0,0,0,136039,136039,13,7.6
1785959265,602252,14240,83886080,0,0,0,136073,136073,12,7.6
1785959276,607292,14240,83886080,0,0,0,136105,136105,14,7.6
1785959286,606092,14240,83886080,0,0,0,136113,136113,19,7.6
1785959296,600224,14240,83886080,0,0,0,136147,136147,14,7.6
1785959306,603420,14240,83886080,0,0,0,136179,136179,15,7.6
1785959316,607720,14240,83886080,0,0,0,136203,136203,20,7.6
1785959326,601896,14240,83886080,0,0,0,136225,136225,14,7.6
1785959336,605028,14240,83886080,0,0,0,136256,136256,15,7.6
1785959346,604112,14240,83886080,0,0,0,136290,136290,14,7.6
1785959356,602624,14240,83886080,0,0,0,136320,136320,12,7.6
1785959367,604852,14240,83886080,0,0,0,136352,136352,13,7.6
1785959377,603244,14240,83886080,0,0,0,136386,136385,14,7.6
1785959387,606736,14240,83886080,0,0,0,136415,136415,14,7.6
1785959397,598636,14240,83886080,0,0,0,136449,136449,13,7.6
1785959407,606540,14240,83886080,0,0,0,136481,136481,12,7.6
1785959417,601752,14240,83886080,0,0,0,136513,136513,13,7.6
1785959427,607252,14240,83886080,0,0,0,136545,136545,15,7.6
1785959437,602292,14240,83886080,0,0,0,136579,136579,14,7.6
1785959447,603560,14240,83886080,0,0,0,136610,136609,14,7.6
1785959457,601780,14240,83886080,0,0,0,136643,136643,12,7.6
1785959467,608260,14240,83886080,0,0,0,136673,136673,16,7.6
1785959478,603540,14240,83886080,0,0,0,136707,136707,12,7.6
1785959488,605860,14240,83886080,0,0,0,136739,136739,12,7.6
1785959498,606872,14240,83886080,0,0,0,136767,136767,17,7.6
1785959508,600904,14240,83886080,0,0,0,136801,136801,11,7.6
1785959518,602864,14240,83886080,0,0,0,136833,136833,13,7.6
1785959528,603708,14240,83886080,0,0,0,136865,136865,13,7.6
1785959538,603308,14240,83886080,0,0,0,136897,136897,15,7.6
1785959548,604860,14240,83886080,0,0,0,136931,136931,13,7.6
1785959558,602528,14240,83886080,0,0,0,136959,136959,19,7.6
1785959568,607392,14240,83886080,0,0,0,136995,136995,14,7.6
1785959578,603032,14240,83886080,0,0,0,137029,137029,12,7.6
1785959588,601620,14240,83886080,0,0,0,137057,137057,14,7.6
1785959599,600092,14240,83886080,0,0,0,137091,137091,13,7.6
1785959609,600964,14240,83886080,0,0,0,137123,137123,16,7.6
1785959619,604820,14240,83886080,0,0,0,137155,137155,12,7.6
1785959629,604236,14240,83886080,0,0,0,137187,137187,14,7.6
1785959639,601456,14240,83886080,0,0,0,137221,137221,13,7.6
1785959649,602340,14240,83886080,0,0,0,137253,137253,13,7.6
1785959659,601888,14240,83886080,0,0,0,137286,137286,12,7.6
1785959669,602996,14240,83886080,0,0,0,137319,137319,13,7.6
1785959679,605416,14240,83886080,0,0,0,137349,137349,13,7.6
1785959689,601640,14240,83886080,0,0,0,137383,137383,12,7.6
1785959699,602132,14240,83886080,0,0,0,137417,137417,11,7.6
1785959709,607152,14240,83886080,0,0,0,137445,137445,14,7.6
1785959720,602252,14240,83886080,0,0,0,137479,137479,13,7.6
1785959730,604636,14240,83886080,0,0,0,137511,137511,14,7.6
1785959740,600788,14240,83886080,0,0,0,137541,137541,14,7.6
1785959750,602264,14240,83886080,0,0,0,137575,137575,13,7.6
1785959760,602952,14240,83886080,0,0,0,137609,137609,13,7.6
1785959770,601344,14240,83886080,0,0,0,137639,137639,12,7.6
1785959780,602908,14240,83886080,0,0,0,137673,137673,12,7.6
1785959790,602884,14240,83886080,0,0,0,137707,137707,12,7.6
1785959800,605064,14240,83886080,0,0,0,137735,137735,15,7.6
1785959810,608852,14240,83886080,0,0,0,137769,137769,14,7.6
1785959820,615492,14240,83886080,0,0,0,137801,137801,16,7.6
1785959831,608084,14240,83886080,0,0,0,137833,137833,14,7.6
1785959841,608132,14240,83886080,0,0,0,137867,137867,13,7.6
1785959851,606980,14240,83886080,0,0,0,137898,137895,18,7.6
1785959861,602172,14240,83886080,0,0,0,137931,137931,11,7.6
1785959871,601664,14240,83886080,0,0,0,137965,137965,12,7.6
1785959881,605256,14240,83886080,0,0,0,137993,137993,16,7.6
1785959891,602180,14240,83886080,0,0,0,138028,138028,13,7.6
1785959901,604736,14240,83886080,0,0,0,138061,138061,13,7.6
1785959911,601128,14240,83886080,0,0,0,138091,138090,14,7.6
1785959921,604040,14240,83886080,0,0,0,138123,138123,14,7.6
1785959931,602692,14240,83886080,0,0,0,138157,138157,14,7.6
1785959941,600904,14240,83886080,0,0,0,138189,138189,14,7.6
1785959952,601540,14240,83886080,0,0,0,138221,138221,12,7.6
1785959962,602408,14240,83886080,0,0,0,138255,138255,13,7.6
1785959972,606944,14240,83886080,0,0,0,138284,138283,14,7.6
1785959982,605640,14240,83886080,0,0,0,138319,138319,12,7.6
1785959992,605612,14240,83886080,0,0,0,138353,138353,12,7.6
1785960002,606700,14240,83886080,0,0,0,138384,138384,12,7.6
1785960012,606960,14240,83886080,0,0,0,138417,138417,14,7.6
1785960022,607276,14240,83886080,0,0,0,138451,138451,15,7.6
1785960032,606560,14240,83886080,0,0,0,138483,138483,12,7.6
1785960042,607368,14240,83886080,0,0,0,138517,138517,13,7.6
1785960052,602108,14240,83886080,0,0,0,138549,138549,16,7.6
1785960063,603184,14240,83886080,0,0,0,138581,138581,12,7.6
1785960073,601380,14240,83886080,0,0,0,138615,138615,12,7.6
1785960083,601904,14240,83886080,0,0,0,138647,138647,13,7.6
1785960093,603348,14240,83886080,0,0,0,138679,138679,14,7.6
1785960103,599864,14240,83886080,0,0,0,138713,138713,12,7.6
1785960113,601812,14240,83886080,0,0,0,138741,138741,17,7.6
1785960123,600564,14240,83886080,0,0,0,138777,138777,11,7.6
1785960133,601704,14240,83886080,0,0,0,138811,138811,12,7.6
1785960143,603832,14240,83886080,0,0,0,138839,138839,15,7.6
1785960153,600496,14240,83886080,0,0,0,138875,138875,12,7.6
1785960163,602260,14240,83886080,0,0,0,138907,138907,14,7.6
1785960174,609776,14240,83886080,0,0,0,138934,138933,16,7.6
1785960184,603596,14240,83886080,0,0,0,138967,138967,14,7.6
1785960194,602704,14240,83886080,0,0,0,139000,138999,15,7.6
1785960204,606616,14240,83886080,0,0,0,139031,139031,12,7.6
1785960214,602396,14240,83886080,0,0,0,139063,139063,13,7.6
1785960224,599344,14240,83886080,0,0,0,139097,139097,11,7.6
1785960234,606720,14240,83886080,0,0,0,139125,139125,14,7.6
1785960244,603732,14240,83886080,0,0,0,139159,139159,14,7.6
1785960254,606432,14240,83886080,0,0,0,139191,139191,13,7.6
1785960264,607948,14240,83886080,0,0,0,139221,139221,12,7.6
1785960274,607356,14240,83886080,0,0,0,139253,139253,14,7.6
1785960284,603844,14240,83886080,0,0,0,139285,139285,14,7.6
1785960295,600896,14240,83886080,0,0,0,139317,139317,12,7.6
1785960305,601956,14240,83886080,0,0,0,139351,139351,13,7.6
1785960315,609224,14240,83886080,0,0,0,139379,139379,17,7.6
1785960325,600112,14240,83886080,0,0,0,139413,139413,13,7.6
1785960335,600528,14240,83886080,0,0,0,139445,139445,13,7.6
1785960345,605664,14240,83886080,0,0,0,139474,139474,15,7.6
1785960355,600728,14240,83886080,0,0,0,139507,139507,14,7.6
1785960365,600492,14240,83886080,0,0,0,139540,139540,13,7.6
1785960375,604504,14240,83886080,0,0,0,139564,139564,17,7.6
1785960385,603064,14240,83886080,0,0,0,139584,139584,13,7.6
1785960395,605204,14240,83886080,0,0,0,139616,139616,13,7.6
1785960405,599788,14240,83886080,0,0,0,139650,139650,13,7.6
1785960416,602340,14240,83886080,0,0,0,139678,139678,15,7.6
1785960426,599716,14240,83886080,0,0,0,139712,139712,13,7.6
1785960436,604692,14240,83886080,0,0,0,139744,139744,14,7.6
1785960446,603528,14240,83886080,0,0,0,139774,139773,14,7.6
1785960456,601844,14240,83886080,0,0,0,139807,139807,13,7.6
1785960466,609968,14240,83886080,0,0,0,139839,139839,14,7.6
1785960476,607012,14240,83886080,0,0,0,139870,139870,14,7.6
1785960486,605060,14240,83886080,0,0,0,139902,139902,14,7.6
1785960496,603280,14240,83886080,0,0,0,139934,139934,15,7.6
1785960506,604372,14240,83886080,0,0,0,139968,139968,13,7.6
1785960516,601736,14240,83886080,0,0,0,140000,140000,14,7.6
1785960527,601384,14240,83886080,0,0,0,140032,140032,14,7.6
1785960537,607184,14240,83886080,0,0,0,140066,140066,11,7.6
1785960547,601432,14240,83886080,0,0,0,140098,140098,12,7.6
1785960557,603964,14240,83886080,0,0,0,140129,140129,12,7.6
1785960567,599876,14240,83886080,0,0,0,140163,140163,12,7.6
1785960577,605752,14240,83886080,0,0,0,140195,140195,13,7.6
1785960587,600816,14240,83886080,0,0,0,140226,140225,13,7.6
1785960597,604168,14240,83886080,0,0,0,140258,140258,14,7.6
1785960607,610320,14240,83886080,0,0,0,140290,140290,15,7.6
1785960617,601020,14240,83886080,0,0,0,140323,140323,15,7.6
1785960627,601132,14240,83886080,0,0,0,140356,140356,12,7.6
1785960637,602888,14240,83886080,0,0,0,140389,140389,13,7.6
1785960648,605128,14240,83886080,0,0,0,140399,140397,25,7.6
1785960658,601988,14240,83886080,0,0,0,140431,140431,14,7.6
1785960668,602348,14240,83886080,0,0,0,140463,140463,16,7.6
1785960678,604016,14240,83886080,0,0,0,140494,140492,17,7.6
1785960688,600240,14240,83886080,0,0,0,140527,140527,12,7.6
1785960698,600472,14240,83886080,0,0,0,140559,140559,14,7.6
1785960708,604336,14240,83886080,0,0,0,140589,140589,13,7.6
1785960718,600992,14240,83886080,0,0,0,140621,140621,14,7.6
1785960728,600208,14240,83886080,0,0,0,140655,140655,11,7.6
1785960738,607376,14240,83886080,0,0,0,140683,140683,15,7.6
1785960748,603448,14240,83886080,0,0,0,140717,140717,13,7.6
1785960758,607152,14240,83886080,0,0,0,140749,140749,13,7.6
1785960768,603788,14240,83886080,0,0,0,140777,140777,13,7.6
1785960779,601920,14240,83886080,0,0,0,140809,140809,12,7.6
1785960789,602268,14240,83886080,0,0,0,140839,140839,14,7.6
1785960799,603408,14240,83886080,0,0,0,140871,140871,13,7.6
1785960809,607864,14240,83886080,0,0,0,140903,140903,14,7.6
1785960819,604068,14240,83886080,0,0,0,140933,140933,15,7.6
1785960829,603412,14240,83886080,0,0,0,140964,140963,14,7.6
1785960839,599384,14240,83886080,0,0,0,140995,140995,13,7.6
1785960849,601696,14240,83886080,0,0,0,141027,141027,12,7.6
1785960859,607520,14240,83886080,0,0,0,141055,141055,13,7.6
1785960869,603364,14240,83886080,0,0,0,141087,141087,12,7.6
1785960880,602872,14240,83886080,0,0,0,141117,141117,12,7.6
1785960890,599636,14240,83886080,0,0,0,141149,141149,12,7.6
1785960900,600244,14240,83886080,0,0,0,141179,141179,14,7.6
1785960910,601612,14240,83886080,0,0,0,141211,141211,12,7.6
1785960920,605160,14240,83886080,0,0,0,141225,141223,26,7.6
1785960930,601156,14240,83886080,0,0,0,141251,141251,15,7.6
1785960940,602832,14240,83886080,0,0,0,141283,141283,13,7.6
1785960950,608892,14240,83886080,0,0,0,141313,141313,15,7.6
1785960960,607536,14240,83886080,0,0,0,141344,141344,11,7.6
1785960970,607120,14240,83886080,0,0,0,141375,141375,12,7.6
1785960981,605596,14240,83886080,0,0,0,141404,141404,15,7.6
1785960991,600044,14240,83886080,0,0,0,141434,141434,13,7.6
1785961001,604380,14240,83886080,0,0,0,141466,141466,12,7.6
1785961011,608292,14240,83886080,0,0,0,141495,141495,14,7.6
1785961021,605132,14240,83886080,0,0,0,141527,141527,12,7.6
1785961031,604380,14240,83886080,0,0,0,141557,141557,14,7.6
1785961041,603948,14240,83886080,0,0,0,141588,141588,14,7.6
1785961051,602984,14240,83886080,0,0,0,141620,141620,11,7.6
1785961061,606300,14240,83886080,0,0,0,141651,141651,13,7.6
1785961071,604976,14240,83886080,0,0,0,141682,141679,16,7.6
1785961081,599724,14240,83886080,0,0,0,141715,141715,13,7.6
1785961091,606304,14240,83886080,0,0,0,141747,141747,12,7.6
1785961102,604324,14240,83886080,0,0,0,141777,141777,13,7.6
1785961112,603460,14240,83886080,0,0,0,141810,141809,14,7.6
1785961122,602940,14240,83886080,0,0,0,141843,141843,13,7.6
1785961132,603440,14240,83886080,0,0,0,141871,141871,14,7.6
1785961142,602572,14240,83886080,0,0,0,141904,141904,14,7.6
1785961152,604108,14240,83886080,0,0,0,141937,141937,14,7.6
1785961162,602092,14240,83886080,0,0,0,141965,141965,16,7.6
1785961172,601328,14240,83886080,0,0,0,141999,141999,14,7.6
1785961182,606856,14240,83886080,0,0,0,142031,142031,16,7.6
1785961192,602176,14240,83886080,0,0,0,142059,142059,14,7.6
1785961202,600760,14240,83886080,0,0,0,142093,142093,13,7.6
1785961212,604136,14240,83886080,0,0,0,142125,142125,15,7.6
1785961223,602836,14240,83886080,0,0,0,142155,142154,14,7.6
1785961233,601980,14240,83886080,0,0,0,142187,142187,13,7.6
1785961243,604752,14240,83886080,0,0,0,142219,142219,15,7.6
1785961253,600160,14240,83886080,0,0,0,142251,142251,13,7.6
1785961263,606196,14240,83886080,0,0,0,142283,142283,13,7.6
1785961273,602304,14240,83886080,0,0,0,142315,142315,12,7.6
1785961283,599192,14240,83886080,0,0,0,142347,142347,12,7.6
1785961293,601612,14240,83886080,0,0,0,142379,142379,13,7.6
1785961303,605044,14240,83886080,0,0,0,142411,142411,16,7.6
1785961313,603460,14240,83886080,0,0,0,142443,142443,14,7.6
1785961323,601640,14240,83886080,0,0,0,142477,142477,12,7.6
1785961333,600788,14240,83886080,0,0,0,142509,142509,12,7.6
1785961344,603216,14240,83886080,0,0,0,142539,142539,13,7.6
1785961354,613316,14240,83886080,0,0,0,142571,142571,13,7.6
1785961364,613600,14240,83886080,0,0,0,142603,142603,16,7.6
1785961374,604132,14240,83886080,0,0,0,142635,142635,12,7.6
1785961384,603160,14240,83886080,0,0,0,142669,142669,12,7.6
1785961394,603972,14240,83886080,0,0,0,142701,142698,18,7.6
1785961404,603216,14240,83886080,0,0,0,142733,142733,12,7.6
1785961414,601468,14240,83886080,0,0,0,142767,142767,13,7.6
1785961424,606636,14240,83886080,0,0,0,142796,142796,17,7.6
1785961434,600992,14240,83886080,0,0,0,142831,142831,13,7.6
1785961444,602608,14240,83886080,0,0,0,142865,142865,14,7.6
1785961455,609348,14240,83886080,0,0,0,142897,142895,14,7.6
1785961465,602312,14240,83886080,0,0,0,142929,142929,14,7.6
1785961475,610580,14240,83886080,0,0,0,142963,142963,14,7.6
1785961485,602856,14240,83886080,0,0,0,142991,142991,15,7.6
1785961495,603404,14240,83886080,0,0,0,143027,143027,12,7.6
1785961505,610472,14240,83886080,0,0,0,143061,143061,13,7.6
1785961515,602012,14240,83886080,0,0,0,143093,143093,12,7.6
1785961525,602228,14240,83886080,0,0,0,143125,143125,15,7.6
1785961535,601868,14240,83886080,0,0,0,143159,143159,14,7.6
1785961545,600488,14240,83886080,0,0,0,143191,143191,12,7.6
1785961555,600376,14240,83886080,0,0,0,143225,143225,13,7.6
1785961565,604640,14240,83886080,0,0,0,143257,143257,16,7.6
1785961575,606996,14240,83886080,0,0,0,143289,143289,12,7.6
1785961586,604768,14240,83886080,0,0,0,143323,143323,12,7.6
1785961596,608812,14240,83886080,0,0,0,143355,143355,15,7.6
1785961606,599404,14240,83886080,0,0,0,143387,143387,12,7.6
1785961616,601068,14240,83886080,0,0,0,143421,143421,12,7.6
1785961626,605688,14240,83886080,0,0,0,143449,143449,17,7.6
1785961636,602252,14240,83886080,0,0,0,143483,143483,13,7.6
1785961646,602964,14240,83886080,0,0,0,143517,143517,14,7.6
1785961656,607688,14240,83886080,0,0,0,143543,143543,18,7.6
1785961667,604392,14240,83886080,0,0,0,143559,143559,14,7.6
1785961677,602284,14240,83886080,0,0,0,143593,143593,12,7.6
1785961687,603944,14240,83886080,0,0,0,143625,143625,14,7.6
1785961697,603276,14240,83886080,0,0,0,143657,143657,13,7.6
1785961707,600376,14240,83886080,0,0,0,143689,143689,14,7.6
1785961717,605992,14240,83886080,0,0,0,143723,143723,14,7.6
1785961727,602676,14240,83886080,0,0,0,143755,143755,11,7.6
1785961737,602096,14240,83886080,0,0,0,143787,143787,12,7.6
1785961747,603452,14240,83886080,0,0,0,143820,143820,13,7.6
1785961757,603544,14240,83886080,0,0,0,143849,143849,13,7.6
1785961767,600000,14240,83886080,0,0,0,143883,143883,14,7.6
1785961778,601864,14240,83886080,0,0,0,143915,143915,13,7.6
1785961788,605572,14240,83886080,0,0,0,143947,143947,12,7.6
1785961798,601080,14240,83886080,0,0,0,143979,143979,12,7.6
1785961808,599344,14240,83886080,0,0,0,144013,144013,12,7.6
1785961818,601992,14240,83886080,0,0,0,144041,144041,14,7.6
1785961828,606928,14240,83886080,0,0,0,144074,144074,11,7.6
1785961838,604116,14240,83886080,0,0,0,144107,144107,12,7.6
1785961848,600440,14240,83886080,0,0,0,144138,144137,13,7.6
1785961858,605520,14240,83886080,0,0,0,144170,144170,12,7.6
1785961868,606644,14240,83886080,0,0,0,144201,144201,16,7.6
1785961878,600276,14240,83886080,0,0,0,144233,144233,15,7.6
1785961888,604436,14240,83886080,0,0,0,144267,144267,14,7.6
1785961898,603060,14240,83886080,0,0,0,144295,144295,16,7.6
1785961909,601376,14240,83886080,0,0,0,144329,144329,14,7.6
1785961919,602928,14240,83886080,0,0,0,144363,144362,14,7.6
1785961929,603200,14240,83886080,0,0,0,144393,144393,14,7.6
1785961939,603404,14240,83886080,0,0,0,144427,144427,13,7.6
1785961949,605552,14240,83886080,0,0,0,144459,144459,14,7.6
1785961959,603332,14240,83886080,0,0,0,144489,144488,15,7.6
1785961969,605920,14240,83886080,0,0,0,144519,144519,14,7.6
1785961979,606204,14240,83886080,0,0,0,144551,144551,12,7.6
1785961989,602356,14240,83886080,0,0,0,144581,144581,13,7.6
1785961999,604104,14240,83886080,0,0,0,144611,144611,15,7.6
1785962010,604852,14240,83886080,0,0,0,144643,144643,12,7.6
1785962020,602632,14240,83886080,0,0,0,144671,144671,11,7.6
1785962030,599728,14240,83886080,0,0,0,144701,144701,12,7.6
1785962040,604284,14240,83886080,0,0,0,144733,144733,12,7.6
1785962050,601860,14240,83886080,0,0,0,144761,144761,12,7.6
1785962060,600272,14240,83886080,0,0,0,144791,144791,14,7.6
1785962070,601088,14240,83886080,0,0,0,144823,144823,11,7.6
1785962080,600936,14240,83886080,0,0,0,144851,144851,11,7.6
1785962090,601444,14240,83886080,0,0,0,144880,144880,12,7.6
1785962100,601480,14240,83886080,0,0,0,144912,144912,12,7.6
1785962110,601252,14240,83886080,0,0,0,144938,144938,15,7.6
1785962120,601872,14240,83886080,0,0,0,144970,144970,15,7.6
1785962130,610088,14240,83886080,0,0,0,145000,145000,15,7.6
1785962141,604488,14240,83886080,0,0,0,145029,145028,16,7.6
1785962151,601672,14240,83886080,0,0,0,145060,145060,14,7.6
1785962161,602892,14240,83886080,0,0,0,145092,145092,12,7.6
1785962171,607852,14240,83886080,0,0,0,145118,145118,15,7.6
1785962181,601580,14240,83886080,0,0,0,145150,145150,12,7.6
1785962191,601840,14240,83886080,0,0,0,145180,145180,13,7.6
1785962201,604980,14240,83886080,0,0,0,145209,145208,16,7.6
1785962211,603360,14240,83886080,0,0,0,145240,145240,14,7.6
1785962221,605824,14240,83886080,0,0,0,145272,145272,13,7.6
1785962231,602032,14240,83886080,0,0,0,145301,145298,18,7.6
1785962242,603760,14240,83886080,0,0,0,145332,145332,12,7.6
1785962252,603492,14240,83886080,0,0,0,145362,145362,13,7.6
1785962262,601260,14240,83886080,0,0,0,145392,145389,17,7.6
1785962272,606696,14240,83886080,0,0,0,145424,145424,11,7.6
1785962282,602328,14240,83886080,0,0,0,145456,145456,13,7.6
1785962292,606808,14240,83886080,0,0,0,145486,145486,15,7.6
1785962302,599304,14240,83886080,0,0,0,145520,145520,13,7.6
1785962312,601272,14240,83886080,0,0,0,145552,145552,15,7.6
1785962322,603420,14240,83886080,0,0,0,145580,145580,14,7.6
1785962332,604852,14240,83886080,0,0,0,145614,145614,14,7.6
1785962342,602984,14240,83886080,0,0,0,145646,145646,14,7.6
1785962353,600236,14240,83886080,0,0,0,145678,145678,14,7.6
1785962363,601780,14240,83886080,0,0,0,145711,145711,13,7.6
1785962373,601560,14240,83886080,0,0,0,145744,145744,13,7.6
1785962383,602824,14240,83886080,0,0,0,145774,145774,14,7.6
1785962393,605888,14240,83886080,0,0,0,145806,145806,14,7.6
1785962403,604824,14240,83886080,0,0,0,145838,145838,16,7.6
1785962413,603164,14240,83886080,0,0,0,145869,145868,14,7.6
1785962423,603504,14240,83886080,0,0,0,145901,145901,13,7.6
1785962433,603320,14240,83886080,0,0,0,145933,145933,16,7.6
1785962443,607216,14240,83886080,0,0,0,145965,145965,12,7.6
1785962453,604292,14240,83886080,0,0,0,145998,145997,16,7.6
1785962463,604992,14240,83886080,0,0,0,146031,146031,14,7.6
1785962474,608732,14240,83886080,0,0,0,146059,146059,12,7.6
1785962484,599120,14240,83886080,0,0,0,146093,146093,13,7.6
1785962494,608572,14240,83886080,0,0,0,146121,146121,16,7.6
1785962504,603416,14240,83886080,0,0,0,146153,146153,14,7.6
1785962514,600508,14240,83886080,0,0,0,146187,146187,12,7.6
1785962524,600592,14240,83886080,0,0,0,146219,146219,12,7.6
1785962534,600072,14240,83886080,0,0,0,146251,146251,13,7.6
1785962544,608952,14240,83886080,0,0,0,146284,146283,14,7.6
1785962554,601120,14240,83886080,0,0,0,146313,146313,12,7.6
1785962564,602548,14240,83886080,0,0,0,146345,146345,13,7.6
1785962574,607736,14240,83886080,0,0,0,146378,146378,13,7.6
1785962584,602928,14240,83886080,0,0,0,146408,146407,15,7.6
1785962595,602352,14240,83886080,0,0,0,146442,146442,13,7.6
1785962605,603428,14240,83886080,0,0,0,146474,146474,13,7.6
1785962615,603448,14240,83886080,0,0,0,146505,146505,12,7.6
1785962625,600264,14240,83886080,0,0,0,146537,146537,13,7.6
1785962635,602540,14240,83886080,0,0,0,146571,146571,11,7.6
1785962645,602760,14240,83886080,0,0,0,146599,146599,14,7.6
1785962655,607204,14240,83886080,0,0,0,146633,146633,13,7.6
1785962665,601256,14240,83886080,0,0,0,146665,146665,13,7.6
1785962675,604492,14240,83886080,0,0,0,146677,146677,24,7.6
1785962685,599092,14240,83886080,0,0,0,146709,146709,13,7.6
1785962695,609872,14240,83886080,0,0,0,146741,146741,14,7.6
1785962706,599336,14240,83886080,0,0,0,146771,146768,19,7.6
1785962716,600868,14240,83886080,0,0,0,146803,146803,13,7.6
1785962726,602888,14240,83886080,0,0,0,146834,146834,13,7.6
1785962736,600048,14240,83886080,0,0,0,146865,146865,12,7.6
1785962746,606296,14240,83886080,0,0,0,146897,146897,13,7.6
1785962756,600820,14240,83886080,0,0,0,146929,146929,13,7.6
1785962766,603588,14240,83886080,0,0,0,146959,146959,12,7.6
1785962776,601660,14240,83886080,0,0,0,146991,146991,13,7.6
1785962786,600656,14240,83886080,0,0,0,147025,147025,12,7.6
1785962796,601352,14240,83886080,0,0,0,147053,147053,13,7.6
1785962806,604936,14240,83886080,0,0,0,147087,147087,12,7.6
1785962817,602512,14240,83886080,0,0,0,147119,147119,12,7.6
1785962827,599200,14240,83886080,0,0,0,147151,147151,12,7.6
1785962837,601708,14240,83886080,0,0,0,147183,147183,12,7.6
1785962847,603440,14240,83886080,0,0,0,147215,147215,13,7.6
1785962857,605404,14240,83886080,0,0,0,147245,147245,13,7.6
1785962867,602204,14240,83886080,0,0,0,147277,147277,14,7.6
1785962877,603224,14240,83886080,0,0,0,147309,147309,15,7.6
1785962887,602972,14240,83886080,0,0,0,147339,147339,13,7.6
1785962897,602220,14240,83886080,0,0,0,147371,147371,14,7.6
1785962907,602328,14240,83886080,0,0,0,147404,147404,14,7.6
1785962917,603824,14240,83886080,0,0,0,147436,147436,12,7.6
1785962927,602652,14240,83886080,0,0,0,147467,147466,15,7.6
1785962938,602500,14240,83886080,0,0,0,147498,147498,16,7.6
1785962948,601856,14240,83886080,0,0,0,147511,147511,16,7.6
1785962958,601144,14240,83886080,0,0,0,147544,147544,14,7.6
1785962968,604664,14240,83886080,0,0,0,147576,147576,13,7.6
1785962978,600312,14240,83886080,0,0,0,147601,147597,20,7.6
1785962988,605452,14240,83886080,0,0,0,147617,147617,13,7.6
1785962998,601904,14240,83886080,0,0,0,147651,147651,12,7.6
1785963008,602844,14240,83886080,0,0,0,147683,147683,12,7.6
1785963018,604708,14240,83886080,0,0,0,147711,147711,15,7.6
1785963028,602936,14240,83886080,0,0,0,147743,147743,15,7.6
1785963038,603256,14240,83886080,0,0,0,147777,147777,14,7.6
1785963048,602964,14240,83886080,0,0,0,147805,147805,15,7.6
1785963058,601096,14240,83886080,0,0,0,147839,147839,13,7.6
1785963069,601636,14240,83886080,0,0,0,147871,147871,13,7.6
1785963079,602268,14240,83886080,0,0,0,147899,147899,14,7.6
1785963089,599528,14240,83886080,0,0,0,147933,147933,13,7.6
1785963099,600032,14240,83886080,0,0,0,147965,147965,15,7.6
1785963109,606236,14240,83886080,0,0,0,147995,147995,13,7.6
1785963119,599560,14240,83886080,0,0,0,148027,148027,12,7.6
1785963129,602960,14240,83886080,0,0,0,148059,148059,12,7.6
1785963139,603072,14240,83886080,0,0,0,148091,148091,12,7.6
1785963149,601268,14240,83886080,0,0,0,148123,148123,14,7.6
1785963159,605196,14240,83886080,0,0,0,148157,148157,12,7.6
